"";"ID";"value_mortgage";"value_nonmortgage"
"1673";"981-69-2315";554295;5723
"1674";"626-40-3078";341892;25813
"1675";"808-56-2536";0;5994
"1676";"445-72-8849";0;5658
"1677";"668-61-5053";0;4074
"1678";"832-23-1583";0;3612
"1679";"898-73-6876";0;9061
"1680";"301-14-6069";0;15131
"1681";"260-88-5337";0;11025
"1682";"376-47-6679";310596;3624
"1683";"374-80-4799";0;7250
"1684";"939-46-9063";445400;18272
"1685";"668-36-2057";0;8156
"1686";"887-70-8066";0;8192
"1687";"469-28-1077";0;14902
"1688";"883-33-3485";0;13256
"1689";"344-53-2516";0;4343
"1690";"776-68-5444";0;1814
"1691";"420-90-7800";0;4443
"1692";"376-41-6842";0;11690
"1693";"340-11-8076";0;2130
"1694";"831-45-6948";0;13359
"1695";"716-89-7866";0;7356
"1696";"632-31-8474";298199;7374
"1697";"729-97-9371";0;2245
"1698";"192-45-8663";0;22815
"1699";"763-80-5355";0;13268
"1700";"648-41-9472";0;3453
"1701";"964-32-2304";0;2960
"1702";"938-87-7577";434140;18843
"1703";"272-54-1694";0;19689
"1704";"996-86-3607";0;7910
"1705";"539-44-5775";454682;2006
"1706";"835-18-3604";0;14329
"1707";"439-72-6451";638718;3965
"1708";"127-99-2305";442032;8098
"1709";"927-13-7518";0;1700
"1710";"725-23-2956";0;3140
"1711";"708-84-9676";0;14473
"1712";"228-10-4664";0;20213
"1713";"397-91-8880";0;3828
"1714";"536-80-4038";665077;6900
"1715";"514-37-5457";0;4489
"1716";"166-26-3529";0;14935
"1717";"591-92-7772";316538;4380
"1718";"744-18-5453";536230;23570
"1719";"145-67-7447";0;12338
"1720";"499-39-1109";0;14928
"1721";"295-64-5214";0;4198
"1722";"833-34-9922";0;8534
"1723";"194-43-1293";0;27313
"1724";"686-80-5167";542538;12642
"1725";"568-49-9567";770509;7027
"1726";"412-34-6975";0;9589
"1727";"126-94-5596";600398;6901
"1728";"930-65-7281";724483;15439
"1729";"675-47-6563";0;16670
"1730";"640-62-1076";0;8162
"1731";"142-29-3139";0;27231
"1732";"376-27-2276";539948;17619
"1733";"698-16-2277";0;17315
"1734";"692-58-4477";0;5799
"1735";"133-84-2626";200196;5420
"1736";"792-21-5069";0;4014
"1737";"839-82-6685";435323;7159
"1738";"918-17-8574";384342;12806
"1739";"835-86-6354";720410;7796
"1740";"509-49-4749";0;18919
"1741";"406-19-3738";387384;2439
"1742";"528-54-9029";0;5735
"1743";"119-57-5397";780530;6626
"1744";"217-36-9058";0;10995
"1745";"603-57-1068";0;8868
"1746";"518-27-5702";740921;3770
"1747";"255-30-8389";519729;417
"1748";"438-25-4296";0;9251
"1749";"444-40-3612";0;9345
"1750";"565-40-6443";0;12117
"1751";"534-75-4642";0;26001
"1752";"576-61-4945";0;3025
"1753";"450-16-5979";0;5175
"1754";"643-16-8561";0;35407
"1755";"481-63-8067";0;6955
"1756";"119-23-9094";0;15942
"1757";"629-78-8752";0;4400
"1758";"959-23-5352";0;10045
"1759";"922-10-5168";0;13145
"1760";"379-97-8322";584789;29776
"1761";"363-65-1195";543650;1247
"1762";"619-23-7573";706135;6738
"1763";"826-83-8820";581938;25120
"1764";"382-26-1459";0;2827
"1765";"974-54-9593";0;1485
"1766";"339-81-7555";0;7392
"1767";"559-74-4718";372518;10595
"1768";"742-23-2055";0;9749
"1769";"990-82-4701";0;6805
"1770";"754-50-2164";121815;10097
"1771";"759-37-7303";225911;12220
"1772";"933-46-1101";0;11195
"1773";"514-64-8841";0;1270
"1774";"756-89-3251";0;1499
"1775";"735-36-9994";686955;2112
"1776";"905-68-3153";701731;2362
"1777";"875-77-3394";0;5762
"1778";"272-21-2237";610281;11370
"1779";"788-52-8168";0;5427
"1780";"566-75-7719";0;1152
"1781";"234-89-6547";0;13867
"1782";"594-49-3072";0;4590
"1783";"567-55-9475";0;17018
"1784";"401-96-2881";0;4336
"1785";"928-60-4581";0;1769
"1786";"477-44-3449";0;13024
"1787";"600-41-2443";0;7219
"1788";"978-78-6280";0;15705
"1789";"967-85-8332";0;6302
"1790";"629-54-7949";0;1065
"1791";"436-82-3166";0;23209
"1792";"581-42-4189";669369;4636
"1793";"880-63-3184";0;7556
"1794";"781-27-2990";0;6528
"1795";"232-93-4311";0;5533
"1796";"732-39-1208";116465;4362
"1797";"713-37-6775";0;19437
"1798";"317-50-1138";0;7332
"1799";"123-59-6679";0;14627
"1800";"554-59-5203";0;5966
"1801";"354-30-7457";0;22966
"1802";"724-68-4030";363761;11452
"1803";"278-81-2226";0;11279
"1804";"543-25-2982";604815;8815
"1805";"825-83-3172";0;18095
"1806";"342-70-8272";0;7095
"1807";"871-91-1562";0;7457
"1808";"142-64-1158";0;6455
"1809";"479-46-4644";0;4415
"1810";"703-90-7109";0;12269
"1811";"433-39-4781";0;10904
"1812";"504-76-3775";0;2590
"1813";"103-21-3473";0;13040
"1814";"388-22-6662";0;10026
"1815";"231-58-2103";0;16623
"1816";"351-76-9224";0;10090
"1817";"859-76-3049";0;11083
"1818";"534-28-3932";0;6564
"1819";"438-18-9097";0;11385
"1820";"604-83-4815";0;2209
"1821";"133-66-5513";0;11208
"1822";"463-63-2631";0;1017
"1823";"474-57-5415";553243;3021
"1824";"695-70-9429";0;21112
"1825";"596-97-8221";0;5233
"1826";"236-64-7372";0;23421
"1827";"590-28-6447";0;5333
"1828";"502-82-1243";0;3230
"1829";"320-18-7607";815003;1581
"1830";"534-28-8760";0;11047
"1831";"179-39-6954";0;13078
"1832";"455-32-2008";586439;9833
"1833";"524-34-5863";0;10076
"1834";"780-24-8839";0;18799
"1835";"465-60-5269";333605;11548
"1836";"373-44-8945";320956;15850
"1837";"409-55-3204";0;18309
"1838";"394-64-6512";0;6157
"1839";"338-27-6582";0;1894
"1840";"327-14-9271";382938;1506
"1841";"535-67-4357";339552;5528
"1842";"567-72-2716";0;18743
"1843";"652-35-3400";0;11108
"1844";"416-49-9289";0;6683
"1845";"790-19-3258";617180;4373
"1846";"320-67-7257";0;6575
"1847";"504-69-1630";0;3105
"1848";"553-79-9864";0;1732
"1849";"623-54-1705";0;18670
"1850";"602-52-4079";556871;5912
"1851";"271-25-1164";0;7561
"1852";"843-26-1005";312626;7167
"1853";"698-46-8229";763149;10450
"1854";"543-71-4992";0;709
"1855";"893-79-6162";0;20608
"1856";"179-77-2361";542134;21362
"1857";"369-35-7582";534969;11861
"1858";"268-82-2516";448116;13116
"1859";"867-80-7042";0;32570
"1860";"857-81-7468";0;5636
"1861";"557-11-1521";323821;8003
"1862";"592-24-6531";0;1662
"1863";"522-63-8265";0;29860
"1864";"794-83-4210";0;24504
"1865";"143-75-2055";0;1610
"1866";"256-40-9966";0;5248
"1867";"427-75-3563";342014;3984
"1868";"138-58-5215";486146;13690
"1869";"347-87-5401";0;17412
"1870";"834-50-7452";0;9279
"1871";"739-74-6178";0;17076
"1872";"640-90-1210";355861;10767
"1873";"614-12-3506";0;5659
"1874";"337-66-3590";206476;12397
"1875";"297-72-9767";0;5920
"1876";"485-49-8207";493365;6180
"1877";"687-92-6218";0;4767
"1878";"270-64-3692";0;12024
"1879";"421-70-7500";0;4926
"1880";"268-92-6853";0;8348
"1881";"591-96-7523";0;6118
"1882";"677-19-8660";0;6249
"1883";"635-89-2405";0;8671
"1884";"670-73-8536";0;6872
"1885";"625-26-8369";538659;7349
"1886";"187-73-1411";622205;2961
"1887";"963-23-6854";530076;10830
"1888";"606-70-8011";0;13418
"1889";"970-42-8318";0;6712
"1890";"644-24-9526";0;5551
"1891";"869-56-1526";0;10367
"1892";"388-21-8022";491740;6852
"1893";"688-44-1317";0;9669
"1894";"877-65-8650";0;8478
"1895";"512-21-9760";0;19704
"1896";"776-12-9235";545528;8518
"1897";"599-43-1622";753042;12498
"1898";"891-30-5806";0;1378
"1899";"934-37-6653";0;6252
"1900";"800-94-9097";289998;3584
"1901";"316-72-1123";291864;14356
"1902";"356-11-2051";0;15072
"1903";"271-92-4403";358948;4302
"1904";"313-12-7661";0;19379
"1905";"305-42-5567";0;26260
"1906";"704-76-8067";0;13079
"1907";"363-60-3438";0;4455
"1908";"605-71-2171";0;7425
"1909";"668-54-9000";0;11535
"1910";"122-17-8865";0;7076
"1911";"937-38-4742";0;4147
"1912";"622-44-9453";0;4122
"1913";"919-56-8423";411802;10988
"1914";"531-93-6284";0;2830
"1915";"969-31-8598";495442;18346
"1916";"248-55-1543";220613;12596
"1917";"247-18-6285";0;3674
"1918";"415-35-4207";173212;16852
"1919";"931-99-1770";0;1607
"1920";"207-40-1819";175510;6368
"1921";"516-25-2600";0;6801
"1922";"270-23-9047";0;4297
"1923";"956-36-7738";0;1887
"1924";"970-57-4216";0;11985
"1925";"550-28-1357";292786;5666
"1926";"510-88-4614";410569;112
"1927";"730-48-8912";0;5568
"1928";"425-53-5207";326129;11021
"1929";"252-53-4460";0;20853
"1930";"970-77-4050";0;8693
"1931";"931-34-8090";309053;15761
"1932";"718-61-9969";358733;3389
"1933";"504-79-3899";0;12413
"1934";"995-14-5269";0;7756
"1935";"224-47-6032";0;8182
"1936";"419-64-7586";0;24535
"1937";"415-73-2273";0;10633
"1938";"684-24-4541";698682;12281
"1939";"538-12-9722";0;9643
"1940";"140-41-9181";0;2155
"1941";"884-35-4015";0;4488
"1942";"517-42-8459";0;13459
"1943";"107-47-7890";305371;1138
"1944";"315-23-1477";0;3835
"1945";"732-35-6471";0;12746
"1946";"729-94-9967";0;17399
"1947";"771-15-4380";0;17500
"1948";"274-19-3484";0;19359
"1949";"564-48-9609";0;19109
"1950";"658-74-7068";841031;10709
"1951";"492-67-7698";0;3808
"1952";"668-22-6732";0;28633
"1953";"407-81-4806";0;4995
"1954";"136-29-4451";0;1576
"1955";"501-94-8603";0;14046
"1956";"911-71-1170";758674;8317
"1957";"566-77-3823";0;3371
"1958";"312-41-1628";892765;6364
"1959";"115-30-5575";0;11074
"1960";"622-25-5531";547833;3345
"1961";"998-42-4135";545656;2258
"1962";"902-16-7371";0;11224
"1963";"237-85-7392";0;15292
"1964";"694-61-3042";0;8300
"1965";"739-43-9379";0;19697
"1966";"126-41-9357";661862;11488
"1967";"513-57-5447";0;14578
"1968";"578-39-3329";203660;8007
"1969";"925-80-9311";0;1324
"1970";"445-76-5607";0;14807
"1971";"639-53-1367";480667;6843
"1972";"993-28-7430";0;2879
"1973";"367-69-2738";447993;3722
"1974";"329-67-6453";0;10420
"1975";"954-21-8654";0;5899
"1976";"228-69-5478";0;13240
"1977";"204-11-2464";0;23964
"1978";"990-14-6846";0;873
"1979";"879-68-8084";620073;1873
"1980";"543-45-5562";677180;4596
"1981";"791-68-1208";0;7548
"1982";"254-34-7803";628238;2106
"1983";"202-40-8153";0;7968
"1984";"834-60-6846";0;17041
"1985";"205-94-9094";0;7511
"1986";"283-35-8012";0;11026
"1987";"492-39-9129";0;13544
"1988";"676-56-6105";0;21353
"1989";"286-42-5738";0;1770
"1990";"717-74-2519";0;10316
"1991";"969-24-9799";837510;9892
"1992";"155-56-7349";0;6610
"1993";"238-81-6413";0;1623
"1994";"698-98-9445";376991;15206
"1995";"127-29-1927";0;17304
"1996";"926-47-8878";0;5270
"1997";"575-72-5107";0;3876
"1998";"225-49-1633";0;6632
"1999";"377-34-6983";0;12208
"2000";"430-50-9355";0;17459
"2001";"698-19-9205";706482;5570
"2002";"757-36-2714";204051;11997
"2003";"451-80-8959";0;6551
"2004";"252-85-8286";0;13146
"2005";"109-27-5909";0;11853
"2006";"815-30-2693";662071;2336
"2007";"356-54-3436";424888;5781
"2008";"263-95-8255";0;9933
"2009";"834-21-7381";0;23868
"2010";"820-79-8763";907300;8518
"2011";"266-46-2896";0;8926
"2012";"934-87-9088";0;7638
"2013";"968-41-4440";0;6996
"2014";"373-28-3235";0;14096
"2015";"317-48-1111";808588;7383
"2016";"670-30-6682";362688;8584
"2017";"543-17-2208";0;5636
"2018";"782-53-6730";0;22266
"2019";"299-21-7320";208066;13514
"2020";"712-31-8451";427367;4938
"2021";"525-73-1915";467367;10156
"2022";"143-74-3464";0;9857
"2023";"684-82-2475";0;9934
"2024";"596-73-4929";0;13415
"2025";"164-11-6420";0;939
"2026";"164-18-4807";0;4449
"2027";"513-51-9808";0;16364
"2028";"239-71-1271";846791;11836
"2029";"204-18-6903";555118;9160
"2030";"819-43-7776";0;6331
"2031";"389-25-3373";0;9957
"2032";"914-91-5808";0;2959
"2033";"463-43-4060";586864;8970
"2034";"395-85-3986";0;16689
"2035";"877-91-4668";746029;3537
"2036";"982-71-8114";0;15233
"2037";"881-44-6227";0;13887
"2038";"906-99-8700";702491;6718
"2039";"197-41-4729";0;3451
"2040";"413-49-6145";0;14176
"2041";"342-32-8698";0;35981
"2042";"883-95-2340";0;6435
"2043";"754-80-3037";157772;5090
"2044";"724-53-6358";276512;3580
"2045";"570-10-7653";0;1673
"2046";"319-13-2680";0;3924
"2047";"824-15-7471";0;1727
"2048";"578-70-5927";0;6403
"2049";"162-74-1672";0;27899
"2050";"308-46-4160";0;3924
"2051";"407-33-9894";149767;4200
"2052";"182-83-7562";0;15188
"2053";"750-54-1708";0;4805
"2054";"978-43-2169";0;8105
"2055";"925-55-1176";0;2326
"2056";"210-22-3372";0;7330
"2057";"320-32-8402";0;6163
"2058";"495-85-9763";0;7839
"2059";"372-86-6276";326815;15237
"2060";"561-70-6699";628179;7259
"2061";"972-79-7742";0;9448
"2062";"527-43-6886";0;2363
"2063";"834-72-8972";271877;8137
"2064";"170-98-3157";0;16458
"2065";"181-89-7798";0;6389
"2066";"498-97-9825";0;10956
"2067";"203-92-6025";0;14270
"2068";"165-20-7173";0;5117
"2069";"709-83-6774";0;6084
"2070";"349-75-6419";0;3686
"2071";"771-70-9089";0;4767
"2072";"451-95-3800";0;14176
"2073";"732-51-1506";0;3353
"2074";"808-53-3255";0;9569
"2075";"651-33-8654";0;16221
"2076";"439-95-5627";59072;2362
"2077";"906-15-6085";272155;2529
"2078";"158-36-3092";440914;22417
"2079";"215-42-2824";0;22016
"2080";"728-99-6336";0;27977
"2081";"883-88-4413";0;2733
"2082";"877-61-4396";0;21195
"2083";"388-83-6669";0;9785
"2084";"395-57-1110";0;15748
"2085";"651-94-8240";0;13093
"2086";"179-42-5937";528987;11007
"2087";"292-18-2968";519204;15987
"2088";"418-14-7249";543831;11862
"2089";"860-33-3109";0;3651
"2090";"228-10-2830";0;2330
"2091";"560-45-1960";0;7400
"2092";"383-57-3216";826968;3392
"2093";"834-54-4789";0;3289
"2094";"422-39-9824";0;8024
"2095";"293-50-1884";444330;5152
"2096";"708-27-9057";0;5458
"2097";"124-27-2111";0;3572
"2098";"337-26-9195";0;15165
"2099";"366-88-4094";637801;14113
"2100";"204-40-9985";0;4681
"2101";"909-61-1063";0;6525
"2102";"697-10-6229";544710;15882
"2103";"265-81-9884";0;8578
"2104";"773-82-7947";0;12127
"2105";"635-50-1618";0;7489
"2106";"847-53-6793";0;4554
"2107";"370-32-2271";0;16571
"2108";"126-10-7741";191326;12356
"2109";"561-22-7724";0;3469
"2110";"367-74-5156";0;12004
"2111";"834-49-3269";629669;9697
"2112";"442-53-4550";0;9511
"2113";"413-35-3019";666156;10562
"2114";"289-52-9773";0;265
"2115";"430-25-9456";0;12567
"2116";"171-32-9383";0;7716
"2117";"411-56-9444";614965;8501
"2118";"518-95-2004";0;7262
"2119";"884-17-5037";409225;4954
"2120";"475-76-5308";0;3609
"2121";"479-22-2389";0;3576
"2122";"760-84-8251";0;4235
"2123";"651-25-6192";0;12774
"2124";"906-61-9076";0;12886
"2125";"534-51-6776";0;6258
"2126";"613-73-8883";537010;3655
"2127";"296-35-5578";507348;9293
"2128";"591-39-7685";0;5308
"2129";"189-54-9510";0;6524
"2130";"249-57-2065";936897;10985
"2131";"642-74-9999";0;19828
"2132";"325-97-6036";0;3189
"2133";"252-90-5421";0;3666
"2134";"993-73-9245";0;3136
"2135";"961-98-5112";528403;20809
"2136";"317-58-3641";0;3397
"2137";"311-37-7359";0;6556
"2138";"848-15-9279";0;9869
"2139";"482-40-5354";0;2615
"2140";"629-25-9264";256174;2743
"2141";"873-85-4424";781270;13129
"2142";"650-73-5881";0;7035
"2143";"946-27-4159";0;4312
"2144";"882-77-5178";826600;6248
"2145";"408-47-7030";0;12157
"2146";"699-76-3388";1263584;6656
"2147";"630-54-3622";0;16826
"2148";"231-50-8423";0;7671
"2149";"327-23-3994";208810;24296
"2150";"940-41-5760";562109;22402
"2151";"804-90-4546";0;7259
"2152";"295-80-7868";0;29009
"2153";"597-60-4324";0;10104
"2154";"282-50-9424";372145;3888
"2155";"109-69-3166";315091;4183
"2156";"981-10-4279";347644;2843
"2157";"292-42-3812";0;8775
"2158";"937-33-1107";0;3116
"2159";"326-83-5142";322074;5262
"2160";"642-99-3561";568247;8017
"2161";"919-73-3344";283842;2037
"2162";"674-59-6231";0;7252
"2163";"861-35-9906";0;800
"2164";"402-89-8616";0;6982
"2165";"503-78-5055";0;7779
"2166";"465-17-3999";0;15632
"2167";"471-36-8715";0;7642
"2168";"706-40-7983";472804;33530
"2169";"592-40-9067";0;2127
"2170";"387-80-3091";385479;5815
"2171";"800-30-6813";557198;7353
"2172";"794-24-7507";0;767
"2173";"789-45-4356";268509;11327
"2174";"504-88-3469";0;12845
"2175";"472-83-9956";0;23520
"2176";"652-16-9934";0;10114
"2177";"233-90-8830";487524;2846
"2178";"943-33-1670";0;15290
"2179";"325-22-7655";0;4854
"2180";"628-38-3220";0;11790
"2181";"621-88-6564";0;4695
"2182";"505-66-6404";0;6039
"2183";"774-57-8097";0;16182
"2184";"172-40-1546";0;5226
"2185";"217-68-7836";646333;7845
"2186";"715-69-7670";0;8092
"2187";"975-37-6559";699947;19027
"2188";"115-31-7881";304179;9869
"2189";"230-39-9917";0;31129
"2190";"546-96-3331";0;5753
"2191";"521-51-8030";0;14852
"2192";"525-92-1302";0;4681
"2193";"401-88-8249";323858;7339
"2194";"419-12-6618";0;5827
"2195";"527-34-7787";0;13150
"2196";"245-78-6884";667960;5332
"2197";"337-65-9045";0;8023
"2198";"778-54-2741";0;1385
"2199";"473-87-6149";0;6858
"2200";"625-27-1343";652208;13687
"2201";"717-50-3054";609906;13841
"2202";"250-24-9579";0;4722
"2203";"330-98-9721";0;13584
"2204";"792-93-7439";0;6061
"2205";"295-46-9454";0;4427
"2206";"261-73-7804";0;6471
"2207";"803-91-2885";354540;2044
"2208";"440-59-7040";338973;9555
"2209";"165-91-2703";0;24116
"2210";"636-45-5710";0;4792
"2211";"182-53-2614";0;9449
"2212";"521-20-7844";0;28507
"2213";"916-69-3130";602104;5205
"2214";"479-46-5224";0;7193
"2215";"153-48-8563";377070;4762
"2216";"921-51-7210";426077;23593
"2217";"190-98-9050";268113;9662
"2218";"723-10-7170";314156;11057
"2219";"973-38-9932";0;4587
"2220";"387-61-4155";0;20303
"2221";"256-38-7217";0;13073
"2222";"549-49-4317";778528;9115
"2223";"545-90-3975";313353;9977
"2224";"940-89-8272";458938;5461
"2225";"643-83-1222";0;4695
"2226";"400-86-3890";0;8134
"2227";"311-87-2711";0;20257
"2228";"223-25-5256";0;18796
"2229";"249-53-7418";248932;17762
"2230";"740-39-5220";0;11892
"2231";"664-53-3650";0;11497
"2232";"519-67-9212";497522;13726
"2233";"663-64-4482";0;11098
"2234";"806-76-4412";0;18398
"2235";"917-39-8692";454935;15546
"2236";"827-65-6512";0;10408
"2237";"559-64-8384";0;13558
"2238";"707-62-5613";0;12170
"2239";"659-43-9675";282826;1488
"2240";"606-18-5659";0;2908
"2241";"540-34-5522";0;3232
"2242";"944-90-4177";0;17414
"2243";"271-69-5248";0;9317
"2244";"920-21-5934";0;13881
"2245";"737-31-3073";0;9944
"2246";"856-49-1111";0;11545
"2247";"537-83-8633";0;13295
"2248";"531-95-6276";407516;18805
"2249";"754-45-2378";0;7885
"2250";"928-47-2150";693003;11242
"2251";"402-12-4948";0;18351
"2252";"959-84-3412";0;19830
"2253";"725-14-4014";0;11715
"2254";"352-58-5486";228702;6193
"2255";"316-94-1862";0;15691
"2256";"723-20-4143";0;2253
"2257";"618-60-1228";0;10637
"2258";"668-47-4979";0;19642
"2259";"619-98-7648";0;7822
"2260";"713-19-1453";0;7988
"2261";"991-47-2854";0;7280
"2262";"421-98-7654";0;15618
"2263";"615-10-9559";0;3345
"2264";"613-80-5690";0;3643
"2265";"407-44-2108";0;10318
"2266";"782-37-3923";0;6865
"2267";"807-97-5092";0;13075
"2268";"234-72-2887";0;3564
"2269";"211-66-4984";0;23577
"2270";"894-31-3625";0;6627
"2271";"686-92-1154";0;22027
"2272";"632-60-5243";532152;3314
"2273";"938-14-7820";667803;2468
"2274";"606-41-1630";0;2587
"2275";"626-55-3812";0;3991
"2276";"572-44-9623";0;20556
"2277";"423-83-2551";716901;5406
"2278";"991-11-7173";827075;6194
"2279";"533-50-6470";774907;4116
"2280";"862-85-9508";0;10190
"2281";"357-88-6735";0;8030
"2282";"611-38-8343";0;11368
"2283";"812-12-5295";930855;2839
"2284";"619-12-9377";238287;11160
"2285";"661-85-7566";0;38230
"2286";"410-10-9708";0;1762
"2287";"437-82-9943";0;5785
"2288";"987-68-7547";0;10162
"2289";"263-38-5470";748697;6778
"2290";"528-95-8720";588301;16106
"2291";"304-63-4931";0;9621
"2292";"244-45-5692";0;10774
"2293";"409-47-3384";0;2620
"2294";"242-98-8543";0;9951
"2295";"678-27-8314";0;1691
"2296";"895-15-1282";0;22675
"2297";"471-65-2788";429592;20822
"2298";"609-33-2050";0;8843
"2299";"267-79-9261";0;7084
"2300";"353-83-4430";385644;6849
"2301";"792-98-1645";0;10578
"2302";"266-19-6162";0;4090
"2303";"330-45-3054";0;1358
"2304";"175-28-2908";0;1820
"2305";"149-36-9401";803595;9072
"2306";"753-64-6504";0;15242
"2307";"862-79-7258";0;8378
"2308";"974-41-6445";0;17536
"2309";"837-81-2036";0;6176
"2310";"981-54-6640";0;29381
"2311";"668-85-6758";0;9078
"2312";"574-79-5791";656934;4837
"2313";"993-78-8932";0;4022
"2314";"681-14-4272";0;6829
"2315";"139-81-1839";0;13338
"2316";"430-24-8847";1018845;8596
"2317";"932-51-1737";342815;12076
"2318";"914-54-6286";0;16782
"2319";"263-54-8989";704232;7240
"2320";"886-68-5193";465253;6303
"2321";"711-17-3962";568041;16006
"2322";"985-21-4481";0;15026
"2323";"780-61-6851";631947;26476
"2324";"486-96-6749";0;15007
"2325";"860-77-1899";210380;8675
"2326";"693-79-7180";0;10312
"2327";"190-74-7460";0;6439
"2328";"845-70-3953";0;3854
"2329";"830-37-2679";0;14854
"2330";"114-56-1957";0;3255
"2331";"730-15-7398";0;4771
"2332";"141-83-2241";0;8771
"2333";"489-46-4188";0;11419
"2334";"861-19-3083";0;10029
"2335";"762-33-1850";0;7251
"2336";"781-21-3832";0;8782
"2337";"214-76-8483";283725;4539
"2338";"918-50-7905";315662;24164
"2339";"346-80-9467";0;4081
"2340";"151-14-5399";0;28374
"2341";"126-76-5049";360107;10016
"2342";"466-32-7752";384634;13595
"2343";"604-24-5014";0;15402
"2344";"672-26-4921";0;1906
"2345";"283-30-4565";0;1085
"2346";"270-88-9874";192661;10959
"2347";"788-85-3079";0;3171
"2348";"378-83-5923";553917;2697
"2349";"759-45-4242";0;14422
"2350";"427-61-6037";387235;12091
"2351";"849-50-1498";0;2455
"2352";"268-18-9488";442390;36499
"2353";"356-27-9174";0;24806
"2354";"553-83-3609";0;4318
"2355";"678-29-4949";0;1505
"2356";"961-15-6642";0;9265
"2357";"567-83-4330";0;12145
"2358";"768-94-9205";279135;9770
"2359";"628-96-6395";569959;12082
"2360";"518-34-9035";675419;16472
"2361";"199-61-3130";0;13712
"2362";"574-70-1130";406109;3118
"2363";"555-55-7488";0;11486
"2364";"857-39-7091";0;8356
"2365";"845-25-1076";0;3415
"2366";"153-38-3556";0;24808
"2367";"913-32-8577";0;12156
"2368";"707-11-5734";453090;6225
"2369";"726-89-2044";0;3498
"2370";"863-23-3175";0;21401
"2371";"545-24-7789";0;8805
"2372";"406-42-1904";0;9543
"2373";"325-60-5558";0;10148
"2374";"491-36-9858";0;26975
"2375";"772-93-3793";0;3495
"2376";"606-79-8494";0;2796
"2377";"700-67-5312";0;4618
"2378";"237-96-6742";0;1453
"2379";"924-47-7758";0;15429
"2380";"973-97-7508";0;23737
"2381";"652-78-2490";471652;19492
"2382";"515-71-8832";0;4839
"2383";"658-80-4891";0;19268
"2384";"584-97-4865";0;4907
"2385";"165-18-2840";603913;3872
"2386";"319-77-3247";178146;15699
"2387";"911-41-2060";0;27092
"2388";"445-50-6678";0;18641
"2389";"125-31-6390";0;11754
"2390";"645-42-2944";0;2305
"2391";"958-86-8683";0;26603
"2392";"251-40-6993";0;5005
"2393";"325-53-6059";497612;13132
"2394";"543-24-6944";0;18537
"2395";"854-38-4608";0;8016
"2396";"904-56-9511";0;12258
"2397";"316-17-4642";0;5730
"2398";"845-43-4362";0;2606
"2399";"352-89-5364";0;1229
"2400";"753-87-4846";0;805
"2401";"850-74-9346";739694;3588
"2402";"191-40-9981";0;18007
"2403";"805-75-9469";0;9636
"2404";"582-90-3838";0;15059
"2405";"389-69-8271";693856;2189
"2406";"592-34-3747";209229;4919
"2407";"491-64-8954";0;4718
"2408";"713-34-8181";0;9480
"2409";"974-63-9589";424033;12685
"2410";"111-62-6882";271040;13835
"2411";"544-63-1339";346042;13687
"2412";"288-98-4356";0;8825
"2413";"875-45-9826";421360;8612
"2414";"844-73-2546";926268;3809
"2415";"560-91-8571";0;3437
"2416";"481-94-5412";649669;11734
"2417";"341-37-2457";349426;6094
"2418";"425-97-9403";333740;6130
"2419";"287-62-9968";727954;3754
"2420";"214-87-4169";0;8954
"2421";"694-30-1451";327456;28328
"2422";"456-30-9295";0;6928
"2423";"748-35-1540";747287;3574
"2424";"197-74-7689";0;17400
"2425";"876-39-2816";0;10346
"2426";"421-18-5772";617467;13205
"2427";"971-71-7913";0;3081
"2428";"795-33-8168";0;8386
"2429";"537-88-2672";659725;29879
"2430";"371-55-4365";235858;12248
"2431";"113-25-7985";0;25452
"2432";"457-43-5325";716116;10681
"2433";"961-63-4587";0;28462
"2434";"524-70-9669";0;9711
"2435";"692-62-4354";333016;2169
"2436";"561-10-7554";0;5020
"2437";"728-64-9267";0;7008
"2438";"351-49-8215";0;14006
"2439";"801-60-4070";0;13703
"2440";"958-79-4996";631131;5209
"2441";"644-63-1411";0;865
"2442";"530-90-6225";682664;12084
"2443";"894-86-4963";0;8703
"2444";"523-40-9027";0;14877
"2445";"593-74-8634";0;7900
"2446";"267-44-4203";0;4408
"2447";"514-31-4281";0;20746
"2448";"391-33-7388";0;8123
"2449";"531-52-6376";0;12613
"2450";"549-36-3475";0;6218
"2451";"983-67-2661";0;3446
"2452";"322-83-6356";0;364
"2453";"883-30-4503";0;5950
"2454";"792-44-4511";342412;8237
"2455";"389-10-5309";0;9542
"2456";"265-33-1090";556175;25663
"2457";"202-55-3707";0;4208
"2458";"949-95-3756";457096;4336
"2459";"616-62-9245";187186;6293
"2460";"751-33-9688";782819;4596
"2461";"160-92-6906";0;10911
"2462";"754-88-1941";0;1937
"2463";"919-23-3993";0;6169
"2464";"458-73-4005";728666;10089
"2465";"568-76-9157";0;8968
"2466";"114-24-8541";0;21286
"2467";"493-34-9385";0;8677
"2468";"463-61-3916";0;9468
"2469";"370-26-1145";273385;2081
"2470";"562-70-3225";0;4007
"2471";"521-62-7245";0;6126
"2472";"711-37-2773";701571;5764
"2473";"699-24-5585";0;2724
"2474";"814-71-8657";0;30040
"2475";"598-45-7876";245458;15781
"2476";"243-63-9363";325513;14127
"2477";"411-46-6195";366587;10088
"2478";"396-21-5752";782254;6025
"2479";"920-45-5978";0;18850
"2480";"996-47-8299";0;2902
